frame,time_sec,status,player_id,raw_track_id,person_conf,ground_method,ground_pixel_x,ground_pixel_y,left_ankle_conf,right_ankle_conf,raw_x_m,raw_y_m,stable_x_m,stable_y_m,match_cost,missing_frames,ground_quality,ground_status,corrected_x_m,corrected_y_m,ground_speed_m_per_frame
0,0.0,detected,1,2,0.8926517963409424,ankle_midpoint,924.719970703125,591.4864501953125,0.9936051964759827,0.9956884980201721,3.2610888481140137,2.490095376968384,3.2610888481140137,2.490095376968384,0.0,0,two_ankles,accepted,3.2610888481140137,2.490095376968384,
0,0.0,detected,3,1,0.897540271282196,ankle_midpoint,731.2864990234375,821.3756103515625,0.9946483969688416,0.9949988126754761,1.9717990159988403,9.985504150390625,1.9717990159988403,9.985504150390625,0.0,0,two_ankles,accepted,1.9717990159988403,9.985504150390625,
1,0.03333333333333333,detected,1,2,0.8874261975288391,ankle_midpoint,924.6846923828125,591.904541015625,0.988461971282959,0.991068959236145,3.260627269744873,2.509594202041626,3.2608811378479006,2.498869848251343,0.0,0,two_ankles,accepted,3.260627269744873,2.509594202041626,0.019504287575498797
1,0.03333333333333333,detected,3,1,0.8983376026153564,ankle_midpoint,730.5882568359375,821.9556884765625,0.9946116209030151,0.9948405623435974,1.9681936502456665,9.998688697814941,1.9701766014099122,9.991437196731567,0.0,0,two_ankles,accepted,1.9681936502456665,9.998688697814941,0.013668611963114875
2,0.06666666666666667,detected,1,2,0.8733635544776917,ankle_midpoint,925.810302734375,591.8587646484375,0.9864888787269592,0.9909889101982117,3.270967483520508,2.50724196434021,3.265419993400574,2.502637300491333,0.0,0,two_ankles,accepted,3.270967483520508,2.50724196434021,0.010604387918677337
2,0.06666666666666667,detected,3,1,0.9044754505157471,ankle_midpoint,726.708984375,820.6292114257812,0.9940580129623413,0.9941890239715576,1.9414252042770386,9.969167709350586,1.957238472700119,9.981415927410126,0.0,0,two_ankles,accepted,1.9414252042770386,9.969167709350586,0.03985020024401335
3,0.1,detected,1,2,0.8733042478561401,ankle_midpoint,925.8091430664062,591.8670043945312,0.9864723682403564,0.9909791946411133,3.270953893661499,2.5076262950897217,3.2679102485179903,2.504882348060608,0.0,0,two_ankles,accepted,3.270953893661499,2.5076262950897217,0.00038457094181453477
3,0.1,detected,3,1,0.9042841196060181,ankle_midpoint,726.7230224609375,820.6715087890625,0.9940611720085144,0.9942060112953186,1.941578984260559,9.970123291015625,1.9501917029023172,9.976334241032601,0.0,0,two_ankles,accepted,1.941578984260559,9.970123291015625,0.0009678763360524911
4,0.13333333333333333,detected,1,2,0.8735430836677551,ankle_midpoint,925.8101806640625,591.8781127929688,0.9864881634712219,0.990990161895752,3.2709596157073975,2.508143663406372,3.269282463753224,2.506349939966202,0.0,0,two_ankles,accepted,3.2709596157073975,2.508143663406372,0.0005173999583329348
4,0.13333333333333333,detected,3,1,0.904318630695343,ankle_midpoint,726.7107543945312,820.6679077148438,0.9940502047538757,0.9941828846931458,1.9414950609207153,9.970043182373047,1.9462782140105963,9.973503264635802,0.0,0,two_ankles,accepted,1.9414950609207153,9.970043182373047,0.00011601948795887413
5,0.16666666666666666,detected,1,2,0.8713377118110657,ankle_midpoint,925.6390380859375,591.7975463867188,0.9862380027770996,0.9907811284065247,3.2694175243377686,2.504422664642334,3.2693432410162693,2.5054826660704617,0.0,0,two_ankles,accepted,3.2694175243377686,2.504422664642334,0.0040278874853025524
5,0.16666666666666666,detected,3,1,0.9033787846565247,ankle_midpoint,726.635009765625,820.863525390625,0.9938989877700806,0.994134247303009,1.941306471824646,9.974480628967285,1.9440409300269188,9.97394307858497,0.0,0,two_ankles,accepted,1.941306471824646,9.974480628967285,0.00444145225392249
6,0.2,detected,1,2,0.8628289103507996,ankle_midpoint,925.3602294921875,592.0589599609375,0.9868155121803284,0.9919392466545105,3.266770601272583,2.5166540145874023,3.2681855531316106,2.5105097729030854,0.0,0,two_ankles,accepted,3.266770601272583,2.5166540145874023,0.012514476544855362
6,0.2,detected,3,1,0.9035575985908508,ankle_midpoint,718.9879150390625,814.5841064453125,0.9976385831832886,0.9975247979164124,1.8824350833892822,9.83210563659668,1.9163182990399825,9.910116229690239,0.0,0,two_ankles,accepted,1.8824350833892822,9.83210563659668,0.1540664753567026
7,0.23333333333333334,detected,1,2,0.8685699105262756,ankle_midpoint,925.385986328125,591.8402099609375,0.9861549735069275,0.9917213320732117,3.2670814990997314,2.506460189819336,3.2676887288172654,2.5086874605153984,0.0,0,two_ankles,accepted,3.2670814990997314,2.506460189819336,0.010198564647094696
7,0.23333333333333334,detected,3,1,0.9082001447677612,ankle_midpoint,715.3544921875,815.74365234375,0.9959335923194885,0.9960055947303772,1.8609039783477783,9.859187126159668,1.8913818547284906,9.887198133101482,0.0,0,two_ankles,accepted,1.8609039783477783,9.859187126159668,0.03459762363600307
8,0.26666666666666666,detected,1,2,0.8666957020759583,ankle_midpoint,925.3694458007812,591.9140014648438,0.9855405688285828,0.9914310574531555,3.266904592514038,2.509901523590088,3.2673358674808135,2.509233788899009,0.0,0,two_ankles,accepted,3.266904592514038,2.509901523590088,0.003445877836165922
8,0.26666666666666666,detected,3,1,0.9069533944129944,ankle_midpoint,715.2958984375,815.7775268554688,0.9959325194358826,0.9960352778434753,1.8605821132659912,9.859971046447754,1.8775219710703661,9.874945944107305,0.0,0,two_ankles,accepted,1.8605821132659912,9.859971046447754,0.0008474244207872239
9,0.3,detected,1,2,0.8696595430374146,ankle_midpoint,923.6363525390625,591.4383544921875,0.9894788861274719,0.9925445318222046,3.25115704536438,2.488062620162964,3.2600553975284186,2.4997067629677887,0.0,0,two_ankles,accepted,3.25115704536438,2.488062620162964,0.02692439310606569
9,0.3,detected,3,1,0.9180949926376343,ankle_midpoint,718.103515625,808.62890625,0.992954671382904,0.9941178560256958,1.8670663833618164,9.694087028503418,1.8728169566015187,9.793559432085557,0.0,0,two_ankles,accepted,1.8670663833618164,9.694087028503418,0.16601070196837425
10,0.3333333333333333,detected,1,2,0.8714874386787415,ankle_midpoint,923.6561279296875,591.3839111328125,0.9894514679908752,0.9926296472549438,3.2513556480407715,2.485517740249634,3.2561405102589775,2.4933217027446193,0.0,0,two_ankles,accepted,3.2513556480407715,2.485517740249634,0.002552617636141538
10,0.3333333333333333,detected,3,1,0.9181583523750305,ankle_midpoint,718.0743408203125,808.6651611328125,0.9929634928703308,0.9941635727882385,1.8669360876083374,9.694938659667969,1.8701705655545873,9.749180084497642,0.0,0,two_ankles,accepted,1.8669360876083374,9.694938659667969,0.0008615408427978218
11,0.36666666666666664,detected,1,2,0.877189576625824,ankle_midpoint,923.585693359375,591.1846923828125,0.9921207427978516,0.9938275218009949,3.2507708072662354,2.476229190826416,3.253724143912244,2.485630072381428,0.0,0,two_ankles,accepted,3.2507708072662354,2.476229190826416,0.009306943059840823
11,0.36666666666666664,detected,3,1,0.9176092147827148,ankle_midpoint,723.7371215820312,806.8780517578125,0.9875083565711975,0.9931013584136963,1.9008885622024536,9.652362823486328,1.8839936640461272,9.70561231704255,0.0,0,two_ankles,accepted,1.9008885622024536,9.652362823486328,0.05445615077867702
12,0.4,detected,1,2,0.8896026611328125,ankle_midpoint,922.83642578125,591.0516357421875,0.991776704788208,0.9942877888679504,3.243928909301758,2.470158815383911,3.2493162883375253,2.4786680067325455,0.0,0,two_ankles,accepted,3.243928909301758,2.470158815383911,0.009146640135551866
12,0.4,detected,3,1,0.9095851182937622,ankle_midpoint,729.415283203125,804.1353759765625,0.9871383309364319,0.9940106272697449,1.9336203336715698,9.586993217468262,1.9063256653775764,9.652233722234122,0.0,0,two_ankles,accepted,1.9336203336715698,9.586993217468262,0.07310645836356508
13,0.43333333333333335,detected,1,2,0.8892519474029541,ankle_midpoint,922.1385498046875,590.849853515625,0.9909098744392395,0.9931548833847046,3.2375755310058594,2.4608614444732666,3.244032947538276,2.4706550537158702,0.0,0,two_ankles,accepted,3.2375755310058594,2.4608614444732666,0.011260840182725818
13,0.43333333333333335,detected,3,1,0.912642776966095,ankle_midpoint,738.9026489257812,799.6295166015625,0.988461971282959,0.9934398531913757,1.9889708757400513,9.478519439697266,1.9435160100406903,9.574062295092538,0.0,0,two_ankles,accepted,1.9889708757400513,9.478519439697266,0.1217794850177409
14,0.4666666666666667,detected,1,2,0.8874677419662476,ankle_midpoint,922.6168212890625,592.8971557617188,0.9899529814720154,0.9924556016921997,3.24137020111084,2.556150436401367,3.24283471164593,2.5091279759243443,0.0,0,two_ankles,accepted,3.24137020111084,2.556150436401367,0.09536451910369627
14,0.4666666666666667,detected,3,1,0.9121946096420288,ankle_midpoint,757.545166015625,789.4246215820312,0.9753594398498535,0.9810716509819031,2.0979015827178955,9.228214263916016,2.012989517745433,9.418430681063104,0.0,0,two_ankles,accepted,2.0979015827178955,9.228214263916016,0.2729809149841348
15,0.5,detected,1,2,0.8869081735610962,ankle_midpoint,922.0040283203125,593.3989868164062,0.991457998752594,0.9930791258811951,3.235619068145752,2.5795369148254395,3.23958767207085,2.540811998429837,0.0,0,two_ankles,accepted,3.235619068145752,2.5795369148254395,0.02408324943735206
15,0.5,detected,3,1,0.9062919020652771,ankle_midpoint,767.1932373046875,787.7052001953125,0.9746584892272949,0.97755366563797,2.1600701808929443,9.184514999389648,2.079175816161813,9.313168624310048,0.0,0,two_ankles,accepted,2.1600701808929443,9.184514999389648,0.07599052782548689
16,0.5333333333333333,detected,1,2,0.8868247270584106,ankle_midpoint,921.968505859375,593.3988647460938,0.9913966059684753,0.9930137991905212,3.2352943420410156,2.579538106918335,3.2376556735574247,2.5582387472496615,0.0,0,two_ankles,accepted,3.2352943420410156,2.579538106918335,0.000324728292858353
16,0.5333333333333333,detected,3,1,0.9061184525489807,ankle_midpoint,767.2698974609375,787.6951904296875,0.9746593236923218,0.9775700569152832,2.1605701446533203,9.184256553649902,2.1158032639829916,9.255158192512983,0.0,0,two_ankles,accepted,2.1605701446533203,9.184256553649902,0.0005628125461307632
17,0.5666666666666667,detected,1,2,0.8852266073226929,ankle_midpoint,921.1785278320312,592.1256713867188,0.9860767126083374,0.9863786697387695,3.228409767150879,2.5205745697021484,3.233495015674479,2.5412898673532807,0.0,0,two_ankles,accepted,3.228409767150879,2.5205745697021484,0.05936409767243594
17,0.5666666666666667,detected,3,1,0.9015630483627319,ankle_midpoint,773.0157470703125,787.6849365234375,0.9678235650062561,0.9719840288162231,2.198981523513794,9.183270454406738,2.1532334807718527,9.222808710365173,0.0,0,two_ankles,accepted,2.198981523513794,9.183270454406738,0.03842403437537773
18,0.6,detected,1,2,0.885181725025177,ankle_midpoint,919.57275390625,588.7860717773438,0.9896118640899658,0.9893791079521179,3.2144956588745117,2.3644633293151855,3.224945305114494,2.461717925236138,0.0,0,two_ankles,accepted,3.2144956588745117,2.3644633293151855,0.15673009214660275
18,0.6,detected,3,1,0.8960972428321838,ankle_midpoint,786.0374755859375,780.6387939453125,0.967025101184845,0.974573016166687,2.278200626373291,9.005386352539062,2.2094686962925003,9.124968649343424,0.0,0,two_ankles,accepted,2.278200626373291,9.005386352539062,0.19472652606959645
19,0.6333333333333333,detected,1,2,0.8856098651885986,ankle_midpoint,919.5469970703125,588.8162841796875,0.9896206855773926,0.9893996119499207,3.2142508029937744,2.3658924102783203,3.2201327791601706,2.4185964435051206,0.0,0,two_ankles,accepted,3.2142508029937744,2.3658924102783203,0.0014499057905691083
19,0.6333333333333333,detected,3,1,0.8967705368995667,ankle_midpoint,786.0707397460938,780.4983520507812,0.9673752188682556,0.9747796058654785,2.2782669067382812,9.001834869384766,2.240427890993102,9.069558448362029,0.0,0,two_ankles,accepted,2.2782669067382812,9.001834869384766,0.0035521015866719972
