frame,time_sec,status,player_id,raw_track_id,person_conf,ground_method,ground_pixel_x,ground_pixel_y,left_ankle_conf,right_ankle_conf,raw_x_m,raw_y_m,stable_x_m,stable_y_m,match_cost,missing_frames,ground_quality,ground_status,corrected_x_m,corrected_y_m,ground_speed_m_per_frame
0,0.0,detected,1,2,0.8224639892578125,ankle_midpoint,921.061767578125,583.791259765625,0.9853686690330505,0.9876155257225037,3.229592800140381,2.1264657974243164,3.229592800140381,2.1264657974243164,0.0,0,two_ankles,accepted,3.229592800140381,2.1264657974243164,
0,0.0,detected,3,1,0.9242972731590271,ankle_midpoint,714.873046875,813.0447387695312,0.9951015114784241,0.9950636029243469,1.853381633758545,9.797112464904785,1.853381633758545,9.797112464904785,0.0,0,two_ankles,accepted,1.853381633758545,9.797112464904785,
1,0.03333333333333333,detected,1,2,0.7946173548698425,ankle_midpoint,921.54833984375,583.4171752929688,0.9849852323532104,0.9875818490982056,3.2342312335968018,2.108381986618042,3.2316800951957703,2.1183280825614927,0.0,0,two_ankles,accepted,3.2342312335968018,2.108381986618042,0.01866920668391595
1,0.03333333333333333,detected,3,1,0.9260004162788391,ankle_midpoint,714.2921752929688,813.9361572265625,0.9956314563751221,0.9959766268730164,1.8510984182357788,9.817754745483398,1.8523541867733004,9.806401491165161,0.0,0,two_ankles,accepted,1.8510984182357788,9.817754745483398,0.02076816844619658
2,0.06666666666666667,detected,1,2,0.7952359318733215,ankle_midpoint,921.5753784179688,583.3634033203125,0.9851338863372803,0.987647294998169,3.2344987392425537,2.1057889461517334,3.232948485016823,2.1126854711771013,0.0,0,two_ankles,accepted,3.2344987392425537,2.1057889461517334,0.0026068022806540313
2,0.06666666666666667,detected,3,1,0.9260128736495972,ankle_midpoint,714.3197021484375,813.967529296875,0.9956219792366028,0.9959814548492432,1.851327657699585,9.818474769592285,1.8518922486901286,9.811834466457368,0.0,0,two_ankles,accepted,1.851327657699585,9.818474769592285,0.0007556357913335271
3,0.1,detected,1,2,0.8005244135856628,ankle_midpoint,921.38232421875,583.6981201171875,0.9920418858528137,0.9941245913505554,3.23260498046875,2.1219260692596436,3.2327939079701906,2.1168437403142453,0.0,0,two_ankles,accepted,3.23260498046875,2.1219260692596436,0.016247863382402205
3,0.1,detected,3,1,0.9270421862602234,ankle_midpoint,711.69775390625,816.4916381835938,0.9942426085472107,0.9946306943893433,1.8386081457138062,9.876770973205566,1.8459144023507839,9.841055894494058,0.0,0,two_ankles,accepted,1.8386081457138062,9.876770973205566,0.059667690929660726
4,0.13333333333333333,detected,1,2,0.8005125522613525,ankle_midpoint,921.3899536132812,583.6840209960938,0.9920201897621155,0.9941514134407043,3.232680082321167,2.121246814727783,3.2327426864281303,2.1188251238003377,0.0,0,two_ankles,accepted,3.232680082321167,2.121246814727783,0.0006833937425008287
4,0.13333333333333333,detected,3,1,0.9270469546318054,ankle_midpoint,711.7005004882812,816.41162109375,0.9942381381988525,0.9946199655532837,1.8384932279586792,9.87493896484375,1.8425748738743368,9.856303276151419,0.0,0,two_ankles,accepted,1.8384932279586792,9.87493896484375,0.0018356090891605027
5,0.16666666666666666,detected,1,2,0.7637132406234741,ankle_midpoint,919.8487548828125,583.0704345703125,0.9909529685974121,0.9948437213897705,3.2184765338897705,2.0920259952545166,3.2263229177858683,2.1067655159547183,0.0,0,two_ankles,accepted,3.2184765338897705,2.0920259952545166,0.03248995350461835
5,0.16666666666666666,detected,3,1,0.9266065359115601,ankle_midpoint,710.40380859375,816.2955322265625,0.9921451210975647,0.9928576946258545,1.8299609422683716,9.872437477111816,1.8368986046516524,9.863563666583598,0.0,0,two_ankles,accepted,1.8299609422683716,9.872437477111816,0.008891419457771768
6,0.2,detected,1,2,0.7687727808952332,ankle_midpoint,919.69140625,583.29541015625,0.991259753704071,0.9947118759155273,3.216952323913574,2.1028921604156494,3.222106150543336,2.1050225059621375,0.0,0,two_ankles,accepted,3.216952323913574,2.1028921604156494,0.010972545801251083
6,0.2,detected,3,1,0.9267218112945557,ankle_midpoint,710.4371337890625,816.3074951171875,0.9923575520515442,0.9929572343826294,1.8301951885223389,9.87270736694336,1.8338820673934615,9.867678331745491,0.0,0,two_ankles,accepted,1.8301951885223389,9.87270736694336,0.00035736791779341064
7,0.23333333333333334,detected,1,2,0.7977102994918823,ankle_midpoint,917.06298828125,583.3534545898438,0.9859347343444824,0.9929817914962769,3.192434310913086,2.106210231781006,3.2087538227097236,2.1055569825806284,0.0,0,two_ankles,accepted,3.192434310913086,2.106210231781006,0.024741514890517735
7,0.23333333333333334,detected,3,1,0.9250026941299438,ankle_midpoint,716.37451171875,807.681640625,0.994900643825531,0.9961420893669128,1.8542650938034058,9.672125816345215,1.8430544292779367,9.779679699815368,0.0,0,two_ankles,accepted,1.8542650938034058,9.672125816345215,0.20202058999170244
8,0.26666666666666666,detected,1,2,0.7938887476921082,ankle_midpoint,917.0032958984375,583.3310546875,0.9859390258789062,0.9929243326187134,3.191882371902466,2.1051440238952637,3.201161669846458,2.1053711511722146,0.0,0,two_ankles,accepted,3.191882371902466,2.1051440238952637,0.0012005981538646224
8,0.26666666666666666,detected,3,1,0.9248359799385071,ankle_midpoint,716.3489990234375,807.7687377929688,0.9949093461036682,0.9961432814598083,1.854243278503418,9.674169540405273,1.8480894114294033,9.732200128080827,0.0,0,two_ankles,accepted,1.854243278503418,9.674169540405273,0.002043840488143813
9,0.3,detected,1,2,0.8207376003265381,ankle_midpoint,914.5133056640625,582.203125,0.9904192090034485,0.9931328892707825,3.168846845626831,2.051236391067505,3.1866199989476263,2.0810105091250954,0.0,0,two_ankles,accepted,3.168846845626831,2.051236391067505,0.058623104215726383
9,0.3,detected,3,1,0.9196313619613647,ankle_midpoint,722.6099853515625,801.4067993164062,0.9962142109870911,0.9968538880348206,1.8847029209136963,9.523025512695312,1.864565490697335,9.638071551157346,0.0,0,two_ankles,accepted,1.8847029209136963,9.523025512695312,0.15418270631997438
10,0.3333333333333333,detected,1,2,0.833517849445343,ankle_midpoint,912.8743286132812,583.37060546875,0.9903355836868286,0.9921554923057556,3.15338397026062,2.1078708171844482,3.171663786038474,2.0930976477518044,0.0,0,two_ankles,accepted,3.15338397026062,2.1078708171844482,0.05870739933080403
10,0.3333333333333333,detected,3,1,0.9198295474052429,ankle_midpoint,727.6138916015625,793.4505615234375,0.9978097081184387,0.9975236058235168,1.9047974348068237,9.330649375915527,1.882669865546605,9.499731572298527,0.0,0,two_ankles,accepted,1.9047974348068237,9.330649375915527,0.1934227688016995
11,0.36666666666666664,detected,1,2,0.8333510756492615,ankle_midpoint,912.8845825195312,583.396240234375,0.9902836680412292,0.991995096206665,3.1534762382507324,2.109102249145508,3.1634793895339905,2.100299718378971,0.0,0,two_ankles,accepted,3.1534762382507324,2.109102249145508,0.001234883823166529
11,0.36666666666666664,detected,3,1,0.9201276898384094,ankle_midpoint,727.5679931640625,793.4016723632812,0.9978299736976624,0.9975519776344299,1.9044138193130493,9.329463958740234,1.892454644741505,9.423111146197297,0.0,0,two_ankles,accepted,1.9044138193130493,9.329463958740234,0.001245943307917077
12,0.4,detected,1,2,0.7874325513839722,ankle_midpoint,912.7686157226562,583.410888671875,0.9830338358879089,0.9877032041549683,3.152393341064453,2.109830141067505,3.158490667722699,2.1045884085888114,0.0,0,two_ankles,accepted,3.152393341064453,2.109830141067505,0.0013047961396939398
12,0.4,detected,3,1,0.918542742729187,ankle_midpoint,734.1879272460938,791.32666015625,0.9968011379241943,0.9957230091094971,1.9450849294662476,9.27791976928711,1.9161382728676393,9.357775026587714,0.0,0,two_ankles,accepted,1.9450849294662476,9.27791976928711,0.06565776928493099
13,0.43333333333333335,detected,1,2,0.7874829173088074,ankle_midpoint,912.7796020507812,583.3991088867188,0.9830742478370667,0.9877617359161377,3.1524972915649414,2.1092612743377686,3.1557936484517084,2.106691198175842,0.0,0,two_ankles,accepted,3.1524972915649414,2.1092612743377686,0.0005782863155502374
13,0.43333333333333335,detected,3,1,0.9187921285629272,ankle_midpoint,734.205810546875,791.3321533203125,0.9968010187149048,0.9957188963890076,1.945212483406067,9.27805233001709,1.9292216676099319,9.321899813130933,0.0,0,two_ankles,accepted,1.945212483406067,9.27805233001709,0.00018396291663373224
14,0.4666666666666667,detected,1,2,0.7868287563323975,ankle_midpoint,912.7818603515625,583.387939453125,0.982987642288208,0.9876946210861206,3.152519702911377,2.1087234020233154,3.1543203729585594,2.107605689907205,0.0,0,two_ankles,accepted,3.152519702911377,2.1087234020233154,0.0005383390150306918
14,0.4666666666666667,detected,3,1,0.9187955260276794,ankle_midpoint,734.204833984375,791.3331298828125,0.9967948794364929,0.995718777179718,1.9452074766159058,9.278076171875,1.9364152816626201,9.302179174565765,0.0,0,two_ankles,accepted,1.9452074766159058,9.278076171875,2.436189927583021e-05
15,0.5,detected,1,2,0.7649684548377991,ankle_midpoint,910.894287109375,582.225341796875,0.9813019633293152,0.987138032913208,3.1350326538085938,2.0530340671539307,3.1456408993410747,2.0830484596682317,0.0,0,two_ankles,accepted,3.1350326538085938,2.0530340671539307,0.05837035981144561
15,0.5,detected,3,1,0.9299076795578003,ankle_midpoint,739.0846557617188,785.2633666992188,0.9812209606170654,0.974139928817749,1.9683482646942139,9.127448081970215,1.9507851240268375,9.223550182897768,0.0,0,two_ankles,accepted,1.9683482646942139,9.127448081970215,0.15239526745030244
16,0.5333333333333333,detected,1,2,0.7635752558708191,ankle_midpoint,910.8595581054688,582.2388916015625,0.9812732934951782,0.9871206879615784,3.134706974029541,2.0536959171295166,3.1407206329508845,2.06983981552581,0.0,0,two_ankles,accepted,3.134706974029541,2.0536959171295166,0.0007376399586972929
16,0.5333333333333333,detected,3,1,0.9314612746238708,ankle_midpoint,739.1182861328125,785.2872314453125,0.9811602234840393,0.9740161299705505,1.9686108827590942,9.12803840637207,1.958806715456353,9.180569883461205,0.0,0,two_ankles,accepted,1.9686108827590942,9.12803840637207,0.0006461045948045315
17,0.5666666666666667,detected,1,2,0.7984558939933777,ankle_midpoint,909.2014770507812,583.1456298828125,0.9878853559494019,0.9907791614532471,3.1191601753234863,2.0977728366851807,3.1310184270185557,2.082409675047527,0.0,0,two_ankles,accepted,3.1191601753234863,2.0977728366851807,0.04673839735723792
17,0.5666666666666667,detected,3,1,0.9062225818634033,ankle_midpoint,742.047607421875,781.6558837890625,0.9981313347816467,0.9951569437980652,1.9827098846435547,9.03670883178711,1.9695631415905939,9.115832410207862,0.0,0,two_ankles,accepted,1.9827098846435547,9.03670883178711,0.09241143353507704
