frame,time_sec,status,player_id,raw_track_id,person_conf,ground_method,ground_pixel_x,ground_pixel_y,left_ankle_conf,right_ankle_conf,raw_x_m,raw_y_m,stable_x_m,stable_y_m,match_cost,missing_frames,ground_quality,ground_status,corrected_x_m,corrected_y_m,ground_speed_m_per_frame
0,0.0,detected,1,4,0.6870600581169128,ankle_midpoint,945.939697265625,652.5010986328125,0.6619139909744263,0.7294440269470215,2.8948230743408203,3.986340284347534,2.8948230743408203,3.986340284347534,0.0,0,two_ankles,accepted,2.8948230743408203,3.986340284347534,
0,0.0,detected,2,5,0.6416261196136475,ankle_midpoint,1002.0792236328125,602.3985595703125,0.9636427164077759,0.8932955265045166,3.37402081489563,1.6803672313690186,3.37402081489563,1.6803672313690186,0.0,0,two_ankles,accepted,3.37402081489563,1.6803672313690186,
0,0.0,detected,3,1,0.9123333096504211,ankle_midpoint,967.6383056640625,843.122314453125,0.9787063002586365,0.9807954430580139,3.0723023414611816,9.935443878173828,3.0723023414611816,9.935443878173828,0.0,0,two_ankles,accepted,3.0723023414611816,9.935443878173828,
0,0.0,detected,4,2,0.9077041745185852,ankle_midpoint,1110.7657470703125,793.7615966796875,0.9974293112754822,0.9960683584213257,3.997455596923828,8.67971420288086,3.997455596923828,8.67971420288086,0.0,0,two_ankles,accepted,3.997455596923828,8.67971420288086,
1,0.03333333333333333,detected,1,4,0.7073249816894531,ankle_midpoint,947.0013427734375,652.007568359375,0.5483610033988953,0.6160078644752502,2.9032371044158936,3.9655115604400635,2.898609387874603,3.9769673585891727,0.0,0,two_ankles,accepted,2.9032371044158936,3.9655115604400635,0.022464007694930097
1,0.03333333333333333,detected,2,5,0.6476115584373474,ankle_midpoint,1002.6483154296875,602.689208984375,0.9627673029899597,0.8952754139900208,3.3788928985595703,1.6948156356811523,3.376213252544403,1.6868690133094788,0.0,0,two_ankles,accepted,3.3788928985595703,1.6948156356811523,0.015247740370144078
1,0.03333333333333333,detected,3,1,0.9122741222381592,ankle_midpoint,967.536376953125,842.547607421875,0.9777005314826965,0.9803107380867004,3.071680784225464,9.92201042175293,3.072022640705109,9.929398822784425,0.0,0,two_ankles,accepted,3.071680784225464,9.92201042175293,0.013447828256244597
1,0.03333333333333333,detected,4,2,0.914343535900116,ankle_midpoint,1110.486083984375,792.487548828125,0.9976123571395874,0.9962329268455505,3.9972968101501465,8.645553588867188,3.9973841428756716,8.664341926574707,0.0,0,two_ankles,accepted,3.9972968101501465,8.645553588867188,0.034160983051290714
2,0.06666666666666667,detected,1,4,0.782588005065918,ankle_midpoint,944.4556274414062,651.6673583984375,0.5945326089859009,0.5818596482276917,2.8825578689575195,3.951828956604004,2.8913862043619156,3.965655077695847,0.0,0,two_ankles,accepted,2.8825578689575195,3.951828956604004,0.024796056679993003
2,0.06666666666666667,detected,2,5,0.5447018146514893,ankle_midpoint,1003.89453125,601.756103515625,0.9508989453315735,0.8674414157867432,3.3904857635498047,1.6476126909255981,3.3826358824968343,1.6692036682367326,0.0,0,two_ankles,accepted,3.3904857635498047,1.6476126909255981,0.04860568395031289
2,0.06666666666666667,detected,3,1,0.9137192368507385,ankle_midpoint,964.561279296875,843.1805419921875,0.9929416179656982,0.9931869506835938,3.0537121295928955,9.937216758728027,3.063782910704613,9.932916893959046,0.0,0,two_ankles,accepted,3.0537121295928955,9.937216758728027,0.023539439957329964
